Code,Station_ID,JMD_code,Station_Name,Altitude_m,Latitude,Longitude,Time,SPI
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1979/11/30,0.7
,CD0034,19,Qatraneh,730,31.15,36.07,1979/11/30,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1979/11/30,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1979/11/30,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1979/12/31,237
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1979/12/31,232.1
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1979/12/31,226.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1979/12/31,198.1
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1979/12/31,195.6
,CC0001,24,Madaba,758,31.43,35.48,1979/12/31,194.9
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1979/12/31,178.1
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1979/12/31,164.7
,AL0017,23,Sawileh,1050,32,35.54,1979/12/31,160
,AL0004,30,Jarash,585,32.279346,35.892955,1979/12/31,123.8
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1979/12/31,121.8
,AD0012,25,Ramtha,590,32.3,35.59,1979/12/31,114.7
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1979/12/31,113.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1979/12/31,100.3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1979/12/31,87.4
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1979/12/31,70.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,1979/12/31,67.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1979/12/31,59.6
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1979/12/31,59.3
,AM0007,27,South Shuna,-211,31.904103,35.625541,1979/12/31,54.6
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1979/12/31,51.2
,CD0034,19,Qatraneh,730,31.15,36.07,1979/12/31,26.1
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1979/12/31,18
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1979/12/31,15.7
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1979/12/31,14.5
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1979/12/31,12.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1979/12/31,10.7
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1979/12/31,7.8
,F 0003,28,Azraq South ,511,31.82568,36.818333,1979/12/31,7.8
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1979/12/31,1.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/1/31,154.9
,AL0017,23,Sawileh,1050,32,35.54,1980/1/31,120
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/1/31,117.9
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/1/31,116.9
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/1/31,106.4
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/1/31,102.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/1/31,98.9
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/1/31,91.7
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/1/31,77.3
,AD0012,25,Ramtha,590,32.3,35.59,1980/1/31,76.9
,CC0001,24,Madaba,758,31.43,35.48,1980/1/31,69.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/1/31,61.9
,AL0004,30,Jarash,585,32.279346,35.892955,1980/1/31,57
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/1/31,52.1
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/1/31,42.5
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/1/31,39.4
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/1/31,37.9
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/1/31,37.9
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/1/31,32
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/1/31,28.7
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/1/31,23.9
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/1/31,17.8
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/1/31,14.8
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/1/31,14.8
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/1/31,12
,CD0034,19,Qatraneh,730,31.15,36.07,1980/1/31,9.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/1/31,8.9
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/1/31,7.5
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/1/31,1.8
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/1/31,1.2
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/2/29,140
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/2/29,135.3
,AL0017,23,Sawileh,1050,32,35.54,1980/2/29,135
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/2/29,130.1
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/2/29,128.4
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/2/29,121.1
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/2/29,109.6
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/2/29,101
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/2/29,83.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/2/29,76.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/2/29,76.4
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/2/29,73.8
,CC0001,24,Madaba,758,31.43,35.48,1980/2/29,66.5
,AL0004,30,Jarash,585,32.279346,35.892955,1980/2/29,63.1
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/2/29,54.1
,AD0012,25,Ramtha,590,32.3,35.59,1980/2/29,48.9
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/2/29,44
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/2/29,38.7
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/2/29,38.3
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/2/29,31.9
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/2/29,29.2
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/2/29,28
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/2/29,20.1
,CD0034,19,Qatraneh,730,31.15,36.07,1980/2/29,18.3
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/2/29,17.5
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/2/29,15.4
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/2/29,15.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/2/29,11.1
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/2/29,10
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/2/29,2.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/3/31,179.9
,AL0017,23,Sawileh,1050,32,35.54,1980/3/31,165
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/3/31,160
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/3/31,142.8
,AL0004,30,Jarash,585,32.279346,35.892955,1980/3/31,139.7
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/3/31,120.2
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/3/31,107.6
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/3/31,88.6
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/3/31,80
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/3/31,79.6
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/3/31,77.8
,AD0012,25,Ramtha,590,32.3,35.59,1980/3/31,73.4
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/3/31,55.1
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/3/31,55
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/3/31,54
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/3/31,52.9
,CC0001,24,Madaba,758,31.43,35.48,1980/3/31,47.1
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/3/31,46.8
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/3/31,45.1
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/3/31,32.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/3/31,29.5
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/3/31,11.3
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/3/31,10.9
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/3/31,10.9
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/3/31,10.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/3/31,9.7
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/3/31,9.2
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/3/31,6
,CD0034,19,Qatraneh,730,31.15,36.07,1980/3/31,5.5
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/3/31,3.7
,AL0017,23,Sawileh,1050,32,35.54,1980/4/30,23
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/4/30,20.3
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/4/30,20
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/4/30,19.9
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/4/30,19.3
,CC0001,24,Madaba,758,31.43,35.48,1980/4/30,17.6
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/4/30,17.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/4/30,16.2
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/4/30,15.1
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/4/30,14.2
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/4/30,12.6
,AD0012,25,Ramtha,590,32.3,35.59,1980/4/30,12.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/4/30,11.5
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/4/30,10.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/4/30,9.8
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/4/30,9.2
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/4/30,7.8
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/4/30,6.5
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/4/30,6.2
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/4/30,6.1
,AL0004,30,Jarash,585,32.279346,35.892955,1980/4/30,4.2
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/4/30,3.2
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/4/30,3
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/4/30,1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/4/30,0.2
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/4/30,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/4/30,0
,CD0034,19,Qatraneh,730,31.15,36.07,1980/4/30,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/4/30,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/4/30,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/5/31,3.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/5/31,3.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/5/31,1.7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/5/31,0.8
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/5/31,0.2
,AD0012,25,Ramtha,590,32.3,35.59,1980/5/31,0.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/5/31,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/5/31,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/5/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/5/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/5/31,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/5/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/5/31,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/5/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/5/31,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/5/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/5/31,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/5/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/5/31,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/5/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1980/5/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/5/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/5/31,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/5/31,0
,AL0017,23,Sawileh,1050,32,35.54,1980/5/31,0
,CC0001,24,Madaba,758,31.43,35.48,1980/5/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/5/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/5/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/5/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1980/5/31,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/6/30,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/6/30,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/6/30,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/6/30,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/6/30,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/6/30,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/6/30,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/6/30,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/6/30,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/6/30,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/6/30,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/6/30,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/6/30,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/6/30,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/6/30,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/6/30,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/6/30,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/6/30,0
,CD0034,19,Qatraneh,730,31.15,36.07,1980/6/30,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/6/30,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/6/30,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/6/30,0
,AL0017,23,Sawileh,1050,32,35.54,1980/6/30,0
,CC0001,24,Madaba,758,31.43,35.48,1980/6/30,0
,AD0012,25,Ramtha,590,32.3,35.59,1980/6/30,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/6/30,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/6/30,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/6/30,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/6/30,0
,AL0004,30,Jarash,585,32.279346,35.892955,1980/6/30,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/7/31,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/7/31,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/7/31,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/7/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/7/31,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/7/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/7/31,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/7/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/7/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/7/31,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/7/31,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/7/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/7/31,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/7/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/7/31,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/7/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/7/31,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/7/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1980/7/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/7/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/7/31,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/7/31,0
,AL0017,23,Sawileh,1050,32,35.54,1980/7/31,0
,CC0001,24,Madaba,758,31.43,35.48,1980/7/31,0
,AD0012,25,Ramtha,590,32.3,35.59,1980/7/31,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/7/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/7/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/7/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/7/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1980/7/31,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/8/31,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/8/31,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/8/31,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/8/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/8/31,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/8/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/8/31,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/8/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/8/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/8/31,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/8/31,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1980/8/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1980/8/31,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1980/8/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1980/8/31,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1980/8/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1980/8/31,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1980/8/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1980/8/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1980/8/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1980/8/31,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1980/8/31,0
,AL0017,23,Sawileh,1050,32,35.54,1980/8/31,0
,CC0001,24,Madaba,758,31.43,35.48,1980/8/31,0
,AD0012,25,Ramtha,590,32.3,35.59,1980/8/31,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1980/8/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1980/8/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1980/8/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1980/8/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1980/8/31,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1980/9/30,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1980/9/30,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1980/9/30,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1980/9/30,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1980/9/30,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1980/9/30,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1980/9/30,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1980/9/30,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1980/9/30,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1980/9/30,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1980/9/30,0
